duration,protocol_type,src_bytes,dst_bytes,land,wrong_fragment,urgent,num_failed_logins,logged_in,num_compromised,root_shell,num_root,serror_rate,rerror_rate,same_srv_rate,flag,attack_type,target
15.6144,udp,5231,5923,0,0,0,0,1,1,0,0,0.2835,0.4295,0.5553,SF,R2L,1
0.5283,icmp,310,0,0,0,0,0,0,0,0,0,0.855,0.0427,0.9073,REJ,DoS,1
4.7829,udp,4929,2085,0,0,0,0,0,0,0,0,0.0679,0.0747,0.7346,SF,normal,0
0.0521,udp,136,0,0,2,0,0,0,0,0,0,0.9045,0.0678,0.9143,S0,DoS,1
0.5381,tcp,66,0,0,1,0,0,0,0,0,0,0.8378,0.1359,0.9304,SF,DoS,1
1.0131,udp,1235,2956,0,0,0,0,1,0,0,0,0.0044,0.0308,0.9038,SF,normal,0
0.2866,udp,351,0,0,0,0,0,0,0,0,0,0.8341,0.1868,0.9708,S0,DoS,1
1.4102,tcp,9964,4357,0,0,0,3,0,0,0,0,0.1069,0.2489,0.4273,REJ,R2L,1
1.7944,udp,8143,3747,0,0,0,1,1,0,0,0,0.1858,0.2832,0.5269,RSTO,R2L,1
17.5204,udp,1544,3476,0,0,0,0,1,0,0,0,0.0431,0.0446,0.7926,SF,normal,0
1.0238,udp,549,1925,0,0,0,0,1,0,0,0,0.0938,0.0724,0.8653,SF,normal,0
6.9517,tcp,7131,2358,0,0,0,0,1,4,1,0,0.0533,0.069,0.7245,RSTO,U2R,1
0.407,icmp,468,281,0,0,0,0,0,0,0,0,0.7587,0.3838,0.1311,REJ,Probe,1
10.5595,udp,4882,3952,0,0,0,0,1,0,0,0,0.087,0.0797,0.8039,SF,normal,0
3.0443,tcp,8911,4172,0,0,0,4,0,0,0,0,0.1164,0.2967,0.4181,REJ,R2L,1
1.0015,udp,644,282,0,0,0,0,0,0,0,0,0.6129,0.5271,0.2822,REJ,Probe,1
0.5215,tcp,422,0,0,1,0,0,0,0,0,0,0.9115,0.1087,0.9052,S0,DoS,1
0.4517,tcp,381,0,0,1,0,0,0,0,0,0,0.8743,0.106,0.9687,S0,DoS,1
2.9212,tcp,304,3679,0,0,0,0,1,0,0,0,0.019,0.0876,0.8717,SF,normal,0
7.8859,tcp,3497,166,0,0,0,1,1,0,0,0,0.0683,0.0237,0.8313,SF,normal,0
0.9161,tcp,4440,2666,0,0,0,0,1,0,0,0,0.0094,0.0371,0.9127,SF,normal,0
2.1366,tcp,323,159,0,0,0,0,1,0,0,0,0.6982,0.3331,0.3371,S0,Probe,1
14.5697,udp,2042,3905,0,0,0,0,1,0,0,0,0.0966,0.0974,0.7117,S0,normal,0
29.79,icmp,1872,4618,0,0,0,0,1,0,0,0,0.0548,0.0083,0.9746,SF,normal,0
2.5017,tcp,3978,2049,0,0,0,0,1,0,0,0,0.0834,0.0304,0.8407,SF,normal,0
0.0271,icmp,285,0,1,1,0,0,0,0,0,0,0.9822,0.18,0.8696,S0,DoS,1
12.1792,tcp,6781,4444,0,0,0,0,0,1,0,0,0.0101,0.2588,0.5337,REJ,R2L,1
1.9001,tcp,1754,4661,0,0,0,0,1,0,0,0,0.0396,0.0718,0.8837,SF,normal,0
5.3003,udp,2982,2911,0,0,0,0,1,0,0,0,0.0423,0.0774,0.9915,SF,normal,0
0.2598,icmp,239,0,0,0,0,0,0,0,0,0,0.8266,0.1841,0.9758,S0,DoS,1
2.6458,tcp,231,1216,0,0,0,0,0,0,0,0,0.0198,0.0472,0.8475,SF,normal,0
0.8006,tcp,549,2438,0,0,0,0,1,0,0,0,0.0326,0.0134,0.8468,SF,normal,0
0.5819,tcp,4511,2711,0,0,0,0,1,0,0,0,0.0845,0.0602,0.8362,SF,normal,0
3.4383,tcp,3503,3090,0,0,0,0,0,0,0,0,0.0936,0.0903,0.863,SF,normal,0
6.1042,tcp,3304,1262,0,0,0,0,1,0,0,0,0.0557,0.0644,0.8839,SF,normal,0
5.1473,tcp,571,127,0,0,0,0,1,0,0,0,0.0591,0.0547,0.8671,SF,normal,0
2.4038,tcp,1102,1642,0,0,0,0,1,0,0,0,0.0471,0.0876,0.8331,SF,normal,0
22.6351,udp,2421,5818,0,0,0,0,0,0,0,1,0.1676,0.2493,0.6555,SF,R2L,1
1.8934,icmp,1782,394,0,0,0,0,0,0,0,0,0.0573,0.0984,0.7873,SF,normal,0
0.3371,tcp,317,0,1,0,0,0,0,0,0,0,0.8488,0.1618,0.8681,S0,DoS,1
0.705,tcp,475,0,0,0,0,0,0,0,0,0,0.733,0.112,0.8494,RSTO,DoS,1
7.9624,tcp,3409,1426,0,0,0,0,0,0,0,0,0.0212,0.0557,0.9361,SF,normal,0
0.0442,udp,287,0,1,0,0,0,0,0,0,0,0.8532,0.0833,0.8438,REJ,DoS,1
4.9887,tcp,1340,672,0,0,0,0,1,0,0,0,0.0136,0.0425,0.7407,SF,normal,0
2.4161,tcp,4474,1929,0,0,0,2,1,5,1,1,0.0728,0.0899,0.8303,SF,U2R,1
1.9707,tcp,3670,3401,0,0,0,0,1,0,0,0,0.0328,0.082,0.7552,SF,normal,0
0.0688,tcp,2636,4421,0,0,0,0,1,0,0,0,0.0087,0.0592,0.9276,SF,normal,0
4.1991,udp,845,4454,0,0,0,0,1,0,0,0,0.0406,0.0569,0.9372,SF,normal,0
81.1227,tcp,18791,1693,0,0,0,0,1,7,0,0,0.017,0.1483,0.7467,SF,U2R,1
0.1457,icmp,321,0,0,1,0,0,0,0,0,0,0.7788,0.1491,0.9955,S0,DoS,1
0.9505,tcp,254,0,0,1,0,0,0,0,0,0,0.8188,0.0543,0.8583,S0,DoS,1
8.1934,tcp,3009,2764,0,0,0,0,1,0,0,0,0.0488,0.0653,0.7364,SF,normal,0
0.142,icmp,347,0,0,0,0,0,0,0,0,0,0.7428,0.0375,0.9783,SF,DoS,1
8.4864,tcp,2828,3252,0,0,0,0,0,0,0,0,0.0103,0.0754,0.7663,SF,normal,0
38.929,udp,8921,2067,0,0,0,0,1,2,0,0,0.0406,0.4289,0.6688,REJ,R2L,1
1.1204,tcp,3994,4702,0,0,0,0,1,0,0,0,0.051,0.0511,0.9443,SF,normal,0
12.2517,udp,1370,4968,0,0,0,0,0,0,0,0,0.0322,0.0569,0.8554,SF,normal,0
3.7488,tcp,2148,1949,0,0,0,0,1,0,0,0,0.0139,0.0507,0.8995,SF,normal,0
6.2145,tcp,4468,4617,0,0,0,0,1,0,0,0,0.0253,0.0683,0.9173,SF,normal,0
0.715,tcp,394,0,0,3,0,0,0,0,0,0,0.7765,0.1627,0.9237,REJ,DoS,1
3.6256,tcp,4453,502,0,0,0,0,1,0,0,0,0.0139,0.058,0.9664,SF,normal,0
2.7453,icmp,637,948,0,0,0,2,0,0,0,0,0.3239,0.2986,0.1573,S0,Probe,1
1.0225,tcp,392,1743,0,0,0,0,1,0,0,0,0.0894,0.007,0.9941,SF,normal,0
0.1013,icmp,88,0,0,3,0,0,0,0,0,0,0.773,0.1898,0.8714,S0,DoS,1
6.7905,tcp,682,3733,0,0,0,0,1,0,0,0,0.0753,0.0971,0.9361,REJ,normal,0
6.1425,tcp,4492,1720,0,0,0,0,1,0,0,0,0.0783,0.0975,0.8754,SF,normal,0
0.126,icmp,261,0,0,0,0,0,0,0,0,0,0.8636,0.1531,0.9791,REJ,DoS,1
1.0862,tcp,4676,3534,0,0,0,0,1,0,0,0,0.0104,0.0837,0.8651,SF,normal,0
5.7377,udp,4587,2865,0,0,0,0,0,0,0,0,0.0201,0.0268,0.7218,SF,normal,0
0.0552,udp,344,9,0,0,0,0,1,0,0,0,0.4345,0.4394,0.1807,SF,Probe,1
0.2113,udp,7220,2412,0,0,0,2,1,2,0,0,0.2082,0.2347,0.3416,REJ,R2L,1
4.2931,icmp,4733,1921,0,0,0,0,0,0,0,0,0.0592,0.054,0.8482,SF,normal,0
0.8956,tcp,1284,2893,0,0,0,0,1,0,0,0,0.0245,0.0574,0.9305,SF,normal,0
0.263,udp,100,0,0,0,0,0,0,0,0,0,0.95,0.1605,0.82,RSTO,DoS,1
0.585,udp,4616,2593,0,0,0,0,1,0,0,0,0.0549,0.02,0.7061,SF,normal,0
3.13,udp,2971,2777,0,0,0,0,1,0,0,0,0.055,0.0897,0.79,SF,normal,0
2.9507,tcp,1987,779,0,0,0,0,1,0,0,0,0.0,0.0805,0.7991,SF,normal,0
0.2415,icmp,29,0,0,2,1,0,0,0,0,0,0.7644,0.0374,0.891,REJ,DoS,1
0.1654,tcp,352,0,0,2,0,0,0,0,0,0,0.795,0.0253,0.8968,S0,DoS,1
6.0524,icmp,3411,2405,0,0,0,0,1,0,0,0,0.0297,0.0563,0.7748,SF,normal,0
0.5855,udp,127,3591,0,0,0,0,0,0,0,0,0.075,0.0071,0.8402,SF,normal,0
0.7605,tcp,4998,3720,0,0,0,0,1,0,0,0,0.0258,0.0459,0.7649,SF,normal,0
0.7053,udp,205,0,0,0,0,0,0,0,0,0,0.7927,0.0631,0.8121,S0,DoS,1
4.1946,tcp,1077,3561,0,0,0,0,1,0,0,0,0.0636,0.066,0.7867,SF,normal,0
0.8518,udp,3244,4410,0,0,0,0,1,0,0,0,0.0607,0.0861,0.7046,SF,normal,0
0.1943,udp,144,657,0,0,0,0,0,0,0,0,0.7352,0.2682,0.241,REJ,Probe,1
0.1545,udp,4438,2224,0,0,0,0,0,0,0,0,0.0996,0.0602,0.9937,SF,normal,0
0.3063,icmp,163,0,0,3,0,0,0,0,0,0,0.8882,0.084,0.8122,S0,DoS,1
8.3924,tcp,1478,1412,0,0,0,0,1,0,0,0,0.0222,0.0147,0.8719,REJ,normal,0
1.352,tcp,2261,4775,0,0,0,0,1,0,0,0,0.0039,0.0957,0.7139,SF,normal,0
11.2394,tcp,3409,2150,0,0,0,0,1,0,0,0,0.0701,0.0986,0.8325,SF,normal,0
0.3689,udp,194,0,0,1,0,0,0,0,0,0,0.7963,0.1151,0.9188,S0,DoS,1
0.8611,udp,937,511,0,0,0,0,1,1,0,0,0.5331,0.2836,0.479,REJ,Probe,1
0.5604,tcp,195,825,0,0,0,0,0,0,0,0,0.5127,0.5562,0.2718,S0,Probe,1
15.5374,tcp,4015,1623,0,0,0,0,1,0,0,0,0.0096,0.0111,0.9704,SF,normal,0
0.6344,tcp,250,0,1,0,0,0,0,0,0,0,0.7913,0.1,0.8845,S0,DoS,1
2.217,tcp,2010,1521,0,0,0,0,1,0,0,0,0.0569,0.0893,0.891,SF,normal,0
5.5072,tcp,699,1264,0,0,0,0,1,0,0,0,0.0013,0.0217,0.7195,SF,normal,0
14.1007,udp,8234,2980,0,0,0,2,0,0,0,0,0.1294,0.2736,0.4993,RSTO,R2L,1
8.1762,udp,3674,3887,0,0,0,0,1,0,0,0,0.0724,0.002,0.9071,S0,normal,0
6.2578,tcp,3808,1809,0,0,0,0,1,0,0,0,0.0864,0.0123,0.9537,SF,normal,0
4.4976,tcp,1621,4828,0,0,0,0,1,0,0,0,0.0458,0.0038,0.8477,SF,normal,0
1.0564,icmp,4190,2075,0,1,0,0,0,0,0,0,0.0424,0.0186,0.8092,SF,normal,0
3.0487,tcp,2395,3364,0,0,0,0,1,0,0,0,0.0022,0.004,0.9481,SF,normal,0
0.371,icmp,46,0,0,3,0,0,0,0,0,0,0.9886,0.1559,0.975,REJ,DoS,1
7.1461,tcp,797,131,0,0,0,0,1,0,0,0,0.0492,0.0186,0.8983,SF,normal,0
2.3152,tcp,6295,4572,0,0,0,4,1,0,0,0,0.2327,0.4235,0.5283,SF,R2L,1
2.8683,tcp,107,407,0,0,0,0,1,0,0,0,0.6229,0.3215,0.4595,S0,Probe,1
1.1627,tcp,3854,309,0,0,0,0,1,0,0,0,0.0407,0.0726,0.733,SF,normal,0
2.9287,tcp,1235,4044,0,0,0,0,1,0,0,0,0.0557,0.0133,0.7862,SF,normal,0
5.0158,tcp,4047,2363,0,0,0,1,1,0,0,0,0.0021,0.0859,0.9758,SF,normal,0
0.6356,udp,241,0,0,2,0,0,0,0,0,0,0.7746,0.1673,0.8918,S0,DoS,1
21.1529,udp,795,3446,0,0,0,0,0,0,0,0,0.0473,0.0971,0.8117,SF,normal,0
0.1085,tcp,365,0,0,3,0,0,0,0,0,0,0.7185,0.1705,0.9986,REJ,DoS,1
9.5487,udp,1992,2529,0,0,0,0,1,0,0,0,0.0087,0.0862,0.8172,SF,normal,0
1.2315,icmp,142,0,0,2,0,0,0,0,0,0,0.8139,0.0096,0.9345,RSTO,DoS,1
12.1405,udp,4744,2699,0,0,0,0,1,0,0,0,0.0244,0.0617,0.7956,SF,normal,0
14.772,udp,4819,4851,0,0,0,0,0,0,0,0,0.0055,0.0282,0.9069,S0,normal,0
31.8927,tcp,8056,4222,0,0,0,1,1,0,0,0,0.1135,0.4436,0.3883,SF,R2L,1
4.8115,icmp,980,661,0,0,0,1,0,0,0,0,0.5346,0.3707,0.306,S0,Probe,1
3.133,udp,1976,440,0,1,0,0,1,0,0,0,0.0774,0.0151,0.8835,SF,normal,0
4.0409,tcp,484,814,0,0,0,0,0,0,0,0,0.5083,0.3415,0.31,S0,Probe,1
4.1812,udp,3175,3907,0,0,0,0,1,0,0,0,0.0257,0.0407,0.8496,SF,normal,0
10.7731,tcp,6353,3410,0,0,0,1,1,0,0,0,0.2955,0.4557,0.6085,SF,R2L,1
0.4063,icmp,451,412,0,0,0,1,0,0,0,0,0.7928,0.4087,0.1563,SF,Probe,1
3.2884,tcp,238,202,0,0,0,0,1,0,0,0,0.0983,0.0181,0.8773,SF,normal,0
6.6187,icmp,4653,710,0,0,0,0,0,0,0,0,0.0415,0.0187,0.7307,SF,normal,0
9.8481,tcp,3572,3742,0,0,0,0,0,0,0,0,0.0964,0.0579,0.8566,SF,normal,0
0.3325,icmp,499,0,0,0,1,0,0,0,0,0,0.72,0.1796,0.8626,S0,DoS,1
0.5686,tcp,242,0,0,0,0,0,0,0,0,0,0.783,0.1312,0.824,REJ,DoS,1
7.5526,tcp,2800,696,0,0,0,0,1,0,0,0,0.0409,0.0699,0.8916,SF,normal,0
7.3139,udp,1235,3821,0,0,0,0,1,0,0,0,0.0641,0.0414,0.7896,REJ,normal,0
0.2452,tcp,427,807,0,0,0,1,0,0,0,0,0.5583,0.3937,0.2772,SF,Probe,1
64.7309,tcp,12220,2654,0,0,0,0,1,1,1,2,0.078,0.0997,0.8378,SF,U2R,1
0.7845,tcp,463,0,0,0,0,0,0,0,0,0,0.7351,0.0809,0.8084,S0,DoS,1
1.8369,tcp,2865,1322,0,0,0,0,1,0,0,0,0.0787,0.0958,0.7473,SF,normal,0
9.294,udp,1707,2503,0,0,0,0,1,0,0,0,0.0995,0.0012,0.8623,SF,normal,0
12.2792,tcp,1185,2557,0,0,0,0,1,0,0,0,0.0782,0.0533,0.8874,REJ,normal,0
5.77,tcp,8265,6603,0,0,0,1,1,0,0,0,0.0753,0.4662,0.641,REJ,R2L,1
3.6735,icmp,1368,472,0,0,0,0,1,0,0,0,0.0018,0.0062,0.9664,SF,normal,0
0.221,icmp,236,0,0,3,0,0,0,0,0,0,0.9566,0.1841,0.9804,RSTO,DoS,1
9.2292,tcp,3308,155,0,0,0,0,1,0,0,0,0.0772,0.0517,0.8829,SF,normal,0
0.0127,udp,440,0,0,0,0,0,0,0,0,0,0.9934,0.1015,0.9105,REJ,DoS,1
0.3313,tcp,100,0,1,0,0,0,0,0,0,0,0.9507,0.1477,0.853,SF,DoS,1
1.3067,icmp,977,898,0,0,0,2,1,0,0,0,0.5223,0.5099,0.3959,S0,Probe,1
0.4569,icmp,364,4528,0,0,0,0,0,0,0,0,0.0541,0.0225,0.9923,SF,normal,0
12.0211,tcp,168,3817,0,0,0,0,1,0,0,0,0.023,0.0038,0.8855,SF,normal,0
2.1017,udp,4313,3566,0,0,0,0,1,0,0,0,0.0443,0.0447,0.8088,SF,normal,0
7.3834,tcp,3699,2051,0,0,0,2,1,0,0,0,0.1455,0.4562,0.4188,RSTO,R2L,1
5.9928,tcp,2542,5362,0,0,0,1,1,1,0,1,0.2211,0.3258,0.6547,REJ,R2L,1
0.5211,tcp,132,0,0,1,0,0,0,0,0,0,0.9966,0.1188,0.8799,REJ,DoS,1
0.6544,icmp,40,0,1,0,0,0,0,0,0,0,0.7629,0.0835,0.9725,S0,DoS,1
0.2476,tcp,52,0,0,1,0,0,0,0,0,0,0.9027,0.0829,0.8248,S0,DoS,1
1.0798,tcp,2908,3703,0,0,0,0,1,0,0,0,0.0596,0.0344,0.7845,SF,normal,0
28.3746,tcp,3886,659,0,0,0,0,0,0,0,0,0.0222,0.2927,0.6583,SF,R2L,1
2.0113,tcp,4080,2505,0,0,0,0,1,0,0,0,0.019,0.0652,0.7088,SF,normal,0
3.9392,tcp,1880,2513,0,0,0,0,1,0,0,0,0.0605,0.0392,0.7355,SF,normal,0
0.2261,icmp,204,0,0,0,0,0,0,0,0,0,0.7197,0.0498,0.9144,SF,DoS,1
1.4427,tcp,4703,4153,0,0,0,0,1,0,0,0,0.0927,0.0652,0.9738,SF,normal,0
5.8171,tcp,2663,1622,0,0,0,0,1,0,0,0,0.0725,0.0884,0.9757,SF,normal,0
0.4959,udp,491,0,0,0,0,0,0,0,0,0,0.7997,0.1183,0.9431,REJ,DoS,1
9.033,udp,533,1503,0,0,0,0,1,0,0,0,0.0607,0.0158,0.8506,SF,normal,0
0.5566,icmp,339,0,1,0,0,0,0,0,0,0,0.7489,0.0085,0.9118,S0,DoS,1
1.1485,udp,4434,3361,0,0,0,0,1,0,0,0,0.0374,0.0761,0.8358,SF,normal,0
7.3272,udp,324,2620,0,0,0,0,1,0,0,0,0.0399,0.0758,0.8953,SF,normal,0
0.263,udp,4706,1023,0,0,0,0,1,0,0,0,0.0442,0.0743,0.8641,SF,normal,0
5.5599,icmp,3604,1668,0,0,0,1,1,0,0,0,0.0062,0.0032,0.9132,SF,normal,0
0.5041,icmp,237,0,0,2,0,0,0,0,0,0,0.9319,0.02,0.9762,S0,DoS,1
5.3123,tcp,2894,1960,0,0,0,0,0,0,0,0,0.0919,0.0609,0.9422,SF,normal,0
0.3192,icmp,490,0,1,0,0,0,0,0,0,0,0.7027,0.0377,0.9379,SF,DoS,1
3.1604,udp,2522,2025,0,0,0,0,0,0,0,0,0.089,0.0472,0.9232,SF,normal,0
0.5554,tcp,256,0,0,0,0,0,0,0,0,0,0.8741,0.0386,0.9604,REJ,DoS,1
11.9028,tcp,8072,7124,0,0,0,1,1,0,0,0,0.1055,0.1899,0.4113,SF,R2L,1
1.1592,tcp,40,0,0,0,0,0,0,0,0,0,0.7357,0.049,0.82,REJ,DoS,1
0.7265,tcp,2165,3066,0,0,0,0,1,0,0,0,0.0593,0.0491,0.791,SF,normal,0
5.5357,tcp,2098,1116,0,0,0,0,1,0,0,0,0.0526,0.0128,0.8424,SF,normal,0
2.9523,tcp,975,1041,0,0,0,0,1,0,0,0,0.0864,0.011,0.7957,SF,normal,0
0.2625,tcp,57,0,0,0,0,0,0,0,0,0,0.8921,0.0937,0.9716,S0,DoS,1
1.5507,icmp,4593,4587,0,0,0,0,1,0,0,0,0.0404,0.0317,0.9801,SF,normal,0
0.6078,tcp,945,3132,0,0,0,0,1,0,0,0,0.0035,0.006,0.8121,SF,normal,0
0.454,icmp,252,0,0,0,0,0,0,0,0,0,0.7742,0.1201,0.8515,S0,DoS,1
2.9127,tcp,1200,1971,0,0,0,0,0,0,0,0,0.0047,0.0196,0.8746,SF,normal,0
0.3708,tcp,567,550,0,0,0,0,1,0,0,0,0.4634,0.3158,0.3095,SF,Probe,1
0.626,tcp,2422,1770,0,0,0,0,1,0,0,0,0.0424,0.0511,0.7642,SF,normal,0
19.3528,tcp,4097,3552,0,0,0,0,1,0,0,0,0.0352,0.0606,0.7267,SF,normal,0
0.0086,udp,284,0,0,0,0,0,0,0,0,0,0.9291,0.0268,0.8177,RSTO,DoS,1
3.8341,udp,4861,1075,0,0,0,0,1,0,0,0,0.0407,0.0866,0.9817,REJ,normal,0
1.5995,tcp,315,0,0,3,0,0,0,0,0,0,0.8636,0.0846,0.905,S0,DoS,1
2.4635,icmp,107,1757,0,0,0,1,1,0,0,0,0.0989,0.0892,0.8248,SF,normal,0
12.1559,udp,162,360,0,0,0,0,1,0,0,0,0.0272,0.0033,0.8551,SF,normal,0
2.8364,udp,353,353,0,0,0,1,0,1,0,0,0.6209,0.4676,0.4329,S0,Probe,1
1.2547,udp,43,152,0,0,0,0,1,0,0,0,0.34,0.2002,0.3433,SF,Probe,1
0.6978,tcp,197,0,0,0,0,0,0,0,0,0,0.7532,0.059,0.9231,S0,DoS,1
2.5049,tcp,4753,2080,0,0,0,0,1,0,0,0,0.0974,0.0344,0.8945,SF,normal,0
1.1235,icmp,142,0,0,3,0,0,0,0,0,0,0.8876,0.0784,0.9979,S0,DoS,1
1.2959,tcp,2112,339,0,0,0,0,0,0,0,0,0.0993,0.0699,0.7487,SF,normal,0
0.9394,udp,2070,4796,0,0,0,0,1,0,0,0,0.0783,0.0746,0.7152,SF,normal,0
2.5752,tcp,5486,601,0,0,0,0,1,0,0,0,0.2812,0.3345,0.5797,REJ,R2L,1
9.0011,tcp,4668,2363,0,0,0,0,1,0,0,0,0.0394,0.0273,0.701,SF,normal,0
26.9193,tcp,7831,1041,0,0,0,0,1,2,1,1,0.0977,0.1288,0.8591,SF,U2R,1
7.2449,tcp,2778,434,0,0,0,0,0,0,0,0,0.0082,0.0843,0.7032,SF,normal,0
3.0007,tcp,3712,4934,0,0,0,0,1,0,0,0,0.0041,0.0656,0.9526,SF,normal,0
0.8859,tcp,232,0,0,3,0,0,0,0,0,0,0.8753,0.1805,0.9658,REJ,DoS,1
0.3312,tcp,2428,2580,0,0,0,1,0,0,0,0,0.0858,0.1932,0.4596,REJ,R2L,1
0.3346,tcp,322,0,0,2,0,0,0,0,0,0,0.9797,0.0501,0.9468,S0,DoS,1
0.7648,tcp,486,646,0,0,0,0,1,0,0,0,0.646,0.5012,0.1606,S0,Probe,1
0.3297,tcp,145,0,0,1,0,0,0,0,0,0,0.7275,0.1238,0.8327,SF,DoS,1
0.5453,icmp,397,0,0,3,0,0,0,0,0,0,0.9174,0.0891,0.8121,REJ,DoS,1
0.0713,udp,56,365,0,0,0,1,0,0,0,0,0.5986,0.383,0.2363,S0,Probe,1
1.8656,tcp,3331,2315,0,1,0,0,0,0,0,0,0.0477,0.0866,0.7065,SF,normal,0
3.97,tcp,804,1052,0,0,0,0,1,0,0,0,0.063,0.0741,0.9509,SF,normal,0
7.4816,udp,962,2585,0,0,0,0,1,0,0,0,0.0387,0.0672,0.8466,SF,normal,0
7.3517,tcp,6664,2205,0,0,0,2,1,9,1,1,0.0687,0.1374,0.6493,SF,U2R,1
8.0455,tcp,4190,4448,0,0,0,3,1,0,0,0,0.2569,0.4842,0.5754,SF,R2L,1
13.9518,udp,2379,1525,0,0,0,0,1,0,0,0,0.0867,0.0105,0.8069,SF,normal,0
0.0177,icmp,155,0,0,0,0,0,0,0,0,0,0.8827,0.0013,0.9979,S0,DoS,1
18.845,tcp,1411,613,0,0,0,2,1,1,0,0,0.1968,0.4645,0.3373,SF,R2L,1
11.6297,tcp,3434,3449,0,0,0,0,1,0,0,0,0.0489,0.0666,0.8114,S0,normal,0
0.6112,icmp,463,0,0,0,0,0,0,0,0,0,0.7306,0.0125,0.8698,REJ,DoS,1
25.099,udp,9140,5496,0,0,0,1,1,0,0,1,0.1774,0.1485,0.3736,RSTO,R2L,1
6.7003,udp,1274,210,0,0,0,0,1,0,0,0,0.096,0.01,0.8447,SF,normal,0
0.3461,tcp,296,0,0,0,0,0,0,0,0,0,0.7332,0.0578,0.8416,S0,DoS,1
0.5895,tcp,1886,1509,0,0,0,0,1,0,0,0,0.0114,0.0291,0.7389,SF,normal,0
13.7399,tcp,3781,1446,0,0,0,5,1,2,0,0,0.063,0.4136,0.5743,REJ,R2L,1
12.0657,tcp,13156,7582,0,0,0,2,1,2,1,4,0.1743,0.0618,0.6732,RSTO,U2R,1
94.9572,tcp,8771,2429,0,0,0,3,1,0,0,0,0.1826,0.4505,0.6535,SF,R2L,1
2.7961,tcp,136,1928,0,0,0,0,1,0,0,0,0.0633,0.0166,0.8215,SF,normal,0
0.3632,udp,699,17,0,0,0,0,0,0,0,0,0.6013,0.4561,0.2087,S0,Probe,1
0.0761,udp,806,110,0,0,0,0,0,0,0,0,0.7852,0.5229,0.2443,S0,Probe,1
1.7263,tcp,1691,183,0,0,0,0,1,0,0,0,0.0462,0.0936,0.8176,SF,normal,0
2.1041,udp,612,919,0,0,0,2,0,0,0,0,0.7322,0.2013,0.1805,S0,Probe,1
0.8864,icmp,1674,2323,0,0,0,0,1,0,0,0,0.0615,0.055,0.9353,SF,normal,0
0.53,tcp,367,0,0,2,0,0,0,0,0,0,0.8866,0.0992,0.8597,S0,DoS,1
2.6303,tcp,665,3317,0,0,0,0,0,0,0,0,0.0589,0.055,0.7234,S0,normal,0
0.5234,udp,3291,3307,0,0,0,0,0,0,0,0,0.0931,0.0686,0.9121,SF,normal,0
10.6328,tcp,716,4266,0,0,0,0,1,0,0,0,0.0217,0.0759,0.9353,S0,normal,0
0.2359,udp,78,0,0,0,0,0,0,0,0,0,0.9848,0.0697,0.8359,S0,DoS,1
6.1024,udp,4792,2156,0,0,0,0,0,0,0,0,0.0457,0.0826,0.7939,SF,normal,0
1.2011,icmp,472,0,0,0,0,0,0,0,0,0,0.9083,0.0697,0.9768,S0,DoS,1
6.0005,udp,2033,1745,0,0,0,0,0,0,0,0,0.0771,0.0048,0.9154,S0,normal,0
2.1307,tcp,4010,4345,0,0,0,0,0,0,0,0,0.0628,0.0733,0.818,SF,normal,0
0.1964,icmp,335,0,0,3,0,0,0,0,0,0,0.8376,0.04,0.9622,S0,DoS,1
0.4726,tcp,990,957,0,0,0,0,0,0,0,0,0.4382,0.4275,0.2807,S0,Probe,1
0.5938,tcp,4795,1234,0,0,0,0,1,0,0,0,0.0711,0.0382,0.9734,SF,normal,0
0.1149,tcp,343,0,0,0,0,0,0,0,0,0,0.782,0.0595,0.9121,S0,DoS,1
0.7576,tcp,2353,2535,0,0,0,1,0,2,0,0,0.2705,0.2982,0.6766,RSTO,R2L,1
0.4296,icmp,446,0,0,0,0,0,0,0,0,0,0.7124,0.0065,0.8557,S0,DoS,1
4.0638,tcp,4389,3274,0,0,0,0,0,0,0,0,0.0115,0.03,0.9986,SF,normal,0
13.7801,tcp,4235,3796,0,0,0,0,1,0,0,0,0.0925,0.0874,0.8025,SF,normal,0
0.3572,tcp,2306,2601,0,0,0,1,1,0,0,0,0.022,0.1893,0.3133,REJ,R2L,1
1.885,tcp,768,1393,0,0,0,0,1,0,0,0,0.0512,0.0934,0.7112,SF,normal,0
19.2705,tcp,6684,4171,0,0,0,1,0,1,0,0,0.0414,0.4927,0.4479,REJ,R2L,1
0.3368,tcp,348,0,1,0,0,0,0,0,0,0,0.7739,0.1866,0.9511,REJ,DoS,1
1.1066,udp,7018,1785,0,0,0,0,1,2,0,0,0.267,0.4713,0.3952,SF,R2L,1
0.0295,icmp,607,408,0,0,0,1,0,0,0,0,0.3196,0.3308,0.4553,SF,Probe,1
7.8214,tcp,19489,6736,0,0,0,0,1,9,0,2,0.1484,0.1376,0.5685,SF,U2R,1
1.6545,tcp,4649,4053,0,0,0,0,1,0,0,0,0.005,0.0173,0.7419,SF,normal,0
0.4565,icmp,409,309,0,0,0,0,0,1,0,0,0.7592,0.4867,0.2704,SF,Probe,1
1.2519,tcp,4410,4164,0,0,0,0,1,0,0,0,0.0884,0.0005,0.9801,SF,normal,0
6.0321,udp,1288,249,0,0,0,0,1,0,0,0,0.087,0.0892,0.8931,SF,normal,0
0.2013,icmp,405,0,0,0,0,0,0,0,0,0,0.7221,0.1024,0.9645,RSTO,DoS,1
